Title;Warm Price;Cold Price;Utilities Cost;Deposit;Room Size (m²);Number of Rooms;Level;Location;Amenities;Env;Year of Construction;Elevator;Parking;Kitchen;Balcony;Garden;Terrace;Move-in Date;Efficiency Class;Energy Source;Energy Demand;Link
sanierte 2 Zimmer Wohnung mit Balkon und EBK;1285;1105,35;179,65;;54.26;2;; 13407 Berlin, Reinickendorf;Verbrauchsausweis;;1933;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;Gas;;https://www.wohnungsboerse.net/immodetail/36701455
Möblierte Wohnung Torstrasse Berlin Mitte zur 2 Jahre Untervermietung!;1750;1500;250;;68;2;"1
                                                                                    von 4";;Möbliert, Keller, Strom;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.01.2025;;;;https://www.wohnungsboerse.net/immodetail/36701456
Wohnungstausch: Berchtesgadener Straße 39;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>12,30";750;;;61;3;; Berlin, Schöneberg;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701440
Wohnungstausch: Laubenheimer Straße 37;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>17,86";750;;;42;1;; Berlin, Wilmersdorf;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701441
Wohnungstausch: Fregestraße 38;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>9,64";530;;;55;2;; Berlin, Steglitz;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701444
Wohnungstausch: Neuenburger Straße 24;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>11,31";656;;;58;2;; Berlin, Kreuzberg;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701425
Wohnungstausch: Liselotte-Herrmann-Straße 36;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>14,83";786;;;53;2;; Berlin, Prenzlauer Berg;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701426
Wohnungstausch: Marienburger Straße 11;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>13,94";920;;;66;2;; Berlin, Prenzlauer Berg;Aufzug;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701427
Wohnungstausch: Kottbusser Damm 86;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>12,97";480;;;37;1;; Berlin, Neukölln;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701432
Wohnungstausch: Kiehlufer 53;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>12,12";800;;;66;2.5;; Berlin, Neukölln;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701434
Wohnungstausch: Torstraße 223;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>10,18";560;;;55;1;; Berlin, Mitte;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701435
Wohnungstausch: Mariendorfer Weg 51;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>9,67";580;;;60;2;; Berlin, Neukölln;Aufzug;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701436
Wohnungstausch: Stellingdamm 5;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>10,00";600;;;60;2;; Berlin, Köpenick;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701439
Wohnungstausch: Blissestraße 62;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>14,71";927;;;63;3;; Berlin, Wilmersdorf;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701402
Wohnungstausch: Tempelhofer Damm 220;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>15,68";1160;;;74;2;; Berlin, Tempelhof;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701405
Wohnungstausch: Kantstraße 106;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>11,43";617;;;54;2;; Berlin, Charlottenburg;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701406
Wohnungstausch: Wilmersdorfer Straße 94;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>21,43";1500;;;70;2;; Berlin, Charlottenburg;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701407
Wohnungstausch: Kochhannstraße 22;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>14,12";960;;;68;3;; Berlin, Friedrichshain;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701410
Wohnungstausch: Barbarossastraße 68;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>12,24";759;;;62;3;; Berlin, Schöneberg;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701413
Wohnungstausch: Am Friedrichshain 6;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>14,93";1120;;;75;3;; Berlin, Prenzlauer Berg;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701418
Wohnungstausch: Rykestraße 44;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>17,78";1156;;;65;2;; Berlin, Prenzlauer Berg;Aufzug;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36701420
Pankow: Stilvolle 3-Zimmer-Wohnung mit Küche und Balkon;2280;1900;380;;74;3;3; 13187 Berlin, Pankow;Aufzug, Keller, Verbrauchsausweis;;1926;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;C;Gas;;https://www.wohnungsboerse.net/immodetail/36701396
Charmante Altbauwohnung mit Balkon und Kamin im Herzen von Neukölln;2250;2000;250;;102.13;3.5;1; 12059 Berlin, Neukölln;Altbau, Bedarfsausweis;;1900;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;E;Gas;;https://www.wohnungsboerse.net/immodetail/36698884
"Rare Find. Quiet &amp; Residential Mitte 2brm mins away from Ubahn";2320;1880;440;;74;3;"2
                                                                                    von 6";;;;1997;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;16.2.2025;;;;https://www.wohnungsboerse.net/immodetail/36701377
Möblierte und voll ausgestattete  3-Raum-Wohnung mit Terrasse in Berlin Prenzlauer Berg;2130;1800;330;;86;3;; 10405 Berlin, Prenzlauer Berg;Möbliert;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Verfügbar;10.2.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36701334
Hochwertig und voll möblierte 3 -Zimmer Wohnung mit Balkon, TG-Stellplatz und direktem Wasserblick;2690;2300;390;;84;3;"3
                                                                                    von 5";;Möbliert, Stellplatz, Keller, Tiere erlaubt, Energieausweis in Vorbereitung;;1997;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1.3.2025;;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36482244
Wohnungstausch: Berliner Allee 223;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>18,75";1575;;;84;3.5;; Berlin, Weißensee;Aufzug;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36039887
Buena Select L | 112m² Wohnung mit 4 Zimmern in Berlin;2695;2250;445;;112;4;; 13585 Berlin, Spandau;Aufzug, Keller, Energieausweis in Vorbereitung;;2021;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;15.03.2025;;;;https://www.wohnungsboerse.net/immodetail/36571890
Smarter wohnen in Lichterfelde;1547;1233;314;;61.67;2;"2
                                                                                    von 3"; 12203 Berlin, Lichterfelde;Aufzug, Keller, Tiere erlaubt, Strom, Verbrauchsausweis;;1972;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;D;;;https://www.wohnungsboerse.net/immodetail/35840929
Charmante 2 Zimmer Altbauwohnung nähe Kurfürstendamm;1699;1299;400;;79;2;; 10789 Berlin, Charlottenburg;Keller, Altbau, Tiere erlaubt, Energieausweis in Vorbereitung;;1900;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.02.2025;;Gas;;https://www.wohnungsboerse.net/immodetail/36531871
Neubau - 3-Zimmer Remisen-Wohnung mit EBK, Terrasse und Balkon;1850;1650;200;;90.81;3;; 13187 Berlin, Pankow;Keller, Neubau, Verbrauchsausweis;;2024;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Verfügbar;01.03.2025;D;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36320187
Befristet für 3 Jahre: Schöne Altbauwohung - Topzustand - Steglitz;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>17,00";1360;;;80;2.5;"3
                                                                                    von 4"; 12157 Berlin, Steglitz;Keller, Altbau, Tiere erlaubt;;1910;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1.2.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36641615
Schönes Teilgewerbe in Neukölln;2050;1530;520;;133;4;; 12053 Berlin, Neukölln;Keller, Tiere erlaubt;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36650757
Smartes wohnen in Tempelhof - Schöneberg!;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>11,71";373,05;;;31.85;1;4; 10827 Berlin, Schöneberg;Energieausweis in Vorbereitung;;1906;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36699461
Nur mit WBS für Räume Wassernähe Rummelsburger Bucht 3 Zimmer mit Balkon;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>11,25";895;;;79.56;3;"1
                                                                                    von 5"; 10317 Berlin, Lichtenberg;Aufzug, Keller, Tiere erlaubt, Verbrauchsausweis;;1996;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36699479
Rudower Straße 95, 12351 Berlin;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>10,00";600;;;60;2;; 12351 Berlin, Buckow;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;03.02.2025;;;;https://www.wohnungsboerse.net/immodetail/36699424
Sanierte Altbauwohnung;1153,22;923,22;230;;71.33;2;"2
                                                                                    von 3";;Keller, Altbau, Tiere erlaubt, Energieausweis in Vorbereitung;;1914;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;15.02.2025;;;;https://www.wohnungsboerse.net/immodetail/36699435
Wohnen im Neubau mit 2 Balkonen * Einbauküche * großzügiger Grundriss - in zentraler Lage;2332;1978;354;;95.51;3;"1
                                                                                    von 6"; 10553 Berlin, Tiergarten;Aufzug, Keller, Neubau, Tiere erlaubt, Behindertengerecht, Bedarfsausweis;;2022;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.02.2025;B;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36618344
Cooles Haus,2-Zi. DG-Terr.-Whg.-richtig schick! Großzügig, Dielen, ruhig, hell, Aufzug..;2281;1999;282;;87.99;2;"6
                                                                                    von 6"; 10437 Berlin, Prenzlauer Berg;Aufzug, Keller, Verbrauchsausweis;;1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36686949
Helle 2-Zimmer Wohnung in Berlin Mitte!;2513,70;2094,75;418,95;;83.79;3;3; 10119 Berlin, Mitte;Tiere erlaubt, Energieausweis in Vorbereitung;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.03.2025;;Gas;;https://www.wohnungsboerse.net/immodetail/36699395
Möblierte lichtdurchflutete 4 Zimmerwohnung zur Miete in Top Lage;2500;2200;300;;99.95;4;"2
                                                                                    von 2";;Möbliert, Tiere erlaubt, Energieausweis in Vorbereitung;;1965;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.09.2025;;Gas;;https://www.wohnungsboerse.net/immodetail/36699397
Sofort bezugsfrei! Möbliertes Studio-Apartment in Moabit;990;840;150;;32.68;1;"1
                                                                                    von 6"; 10553 Berlin, Tiergarten;Möbliert, Aufzug, Keller, Verbrauchsausweis;;1970;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;15.02.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36699375
Einziehen und Wohlfühlen - gemütliche 1-Zimmer Wohnung!;561,89;461,89;100;;31.5;1;3; 10551 Berlin, Tiergarten;Tiere erlaubt, Verbrauchsausweis;;1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.03.2025;G;Gas;;https://www.wohnungsboerse.net/immodetail/36699378
HOMESK - 4-Zimmer Maisonette-Dachgeschosswohnung mit Dachterrasse. Teilgewerbe möglich.;3466;2916;550;;162;4;"6
                                                                                    von 6"; 10435 Berlin, Prenzlauer Berg;Aufzug, Keller, Tiere erlaubt, Energieausweis in Vorbereitung;;1882;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;15.02.2025;;Gas;;https://www.wohnungsboerse.net/immodetail/36699382
Schöne 3-Zimmer-Wohnung zu vermieten!;1510;1250;260;;107.71;3;"2
                                                                                    von 4"; 10405 Berlin, Prenzlauer Berg;Keller, Tiere erlaubt, Verbrauchsausweis;;1901;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;D;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36699360
Luxuriöse Dachgeschosswohnung am Gipfel des Prenzlauer Berges;2360;2200;160;;77;2;"5
                                                                                    von 5"; 10439 Berlin, Prenzlauer Berg;Aufzug, Keller, Tiere erlaubt, liegt vor;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;3.2.2025;;Gas;;https://www.wohnungsboerse.net/immodetail/36699321
Für Platzliebhaber und Individualisten: 3-Zi.-Wohnung mit Smart Home-Features auf über 150 m²;3554,26;2800;754,26;;153.93;3;"6
                                                                                    von 7"; 10557 Berlin, Tiergarten;Aufzug, Keller, Tiere erlaubt, Bedarfsausweis;;2022;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;C;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36699311
Renovierungsbedürftige 2-Zimmer Wohnung zum 16.03.25!;718,03;583,03;135;;53.43;2;4; 10551 Berlin, Tiergarten;Tiere erlaubt, Verbrauchsausweis;;1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;16.03.2025;D;Gas;;https://www.wohnungsboerse.net/immodetail/36699314
Super zentral gelegene und toll ausgestattete 2 Zimmer Wohnung in direkter Umgebung des KaDeWe;2620;2260;360;;55.17;2;"6
                                                                                    von 7"; 10787 Berlin, Schöneberg;Aufzug, Tiere erlaubt;;2019;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;15.02.2025;;;;https://www.wohnungsboerse.net/immodetail/36699318
